,ProductName,PriceSale,Brand,RamCapacity,DisplaySize,DisplayResolution,CPUBrand,PinCapacity,PinCell,Bluetooth,Weight,OS,DiskSpace
558,Laptop Lenovo Gaming Legion 5 15ACH6H,31490000,LENOVO,8,15.6,1920x1080,INTEL,60.0,4,5,2.4,WINDOW,512
559,Laptop HP 348 G7 9PH23PA,22130000,HP,8,14.0,1920x1080,INTEL,41.0,3,5,1.5,WINDOW,512
561,Laptop ASUS S533EQ,19790000,ASUS,8,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,512
562,Laptop ASUS VivoBook X415MA-BV088T,9390000,ASUS,4,14.0,1366x768,INTEL,37.0,2,4,1.5,WINDOW,256
563,Laptop HP ProBook 445 G8 3G4Z9PA,23790000,HP,8,15.6,1920x1080,INTEL,,3,5,1.74,WINDOW,512
564,Laptop ASUS ZenBook UX425EA-KI818T,24690000,ASUS,16,14.0,1920x1080,INTEL,67.0,4,5,1.17,WINDOW,512
566,Laptop Dell Vostro 5502 70231340,21210000,DELL,8,15.6,1920x1080,INTEL,40.0,3,5,1.7,WINDOW,256
567,Laptop Gaming ASUS ROG Zephyrus G14 GA401QEC-K2064T,40990000,ASUS,16,14.0,2560x1440,INTEL,76.0,4,5,1.7,WINDOW,1024
568,Laptop ASUS VivoBook A515EA-BQ1532T,13290000,ASUS,4,15.6,1080x1920,INTEL,42.0,3,5,1.8,WINDOW,512
569,Laptop Lenovo Legion 5 15ITH6,29690000,LENOVO,8,15.6,1080x1920,INTEL,60.0,4,5,2.4,WINDOW,512
570,Apple Studio Display 27 5K Màn Nano không chân đế 2022 chính hãng,51990000,APPLE,,27.0,5120x2880,,,,,6.3,,
571,Laptop ASUS VivoBook 15 S533EQ,21210000,ASUS,8,15.6,1920x1080,INTEL,50.0,3,5,1.8,WINDOW,512
572,Laptop ASUS VivoBook X415EA-EK560T,13390000,ASUS,4,14.0,1920x1080,INTEL,37.0,2,4,1.6,WINDOW,256
573,Macbook Pro 16 inch 2021 M1 Max 10 CPU - 32 GPU 64GB 2TB 2021 | Chính hãng Apple Việt Nam,119990000,APPLE,64,16.2,3456x2234,INTEL,,,5,2.2,,2048
574,Laptop Lenovo Gaming Legion 5 15ACH6H,31490000,LENOVO,8,15.6,1920x1080,INTEL,60.0,4,5,2.4,WINDOW,512
575,Laptop Lenovo IdeaPad 5 Pro 16ACH6 82L500WMVN,23990000,LENOVO,16,16.0,2560x1600,INTEL,75.0,4,5,1.9,WINDOW,512
576,Laptop HP 348 G7 9PH23PA,22130000,HP,8,14.0,1920x1080,INTEL,41.0,3,5,1.5,WINDOW,512
577,Laptop ASUS VivoBook M513IA-EJ735T,14990000,ASUS,8,15.6,1920x1080,INTEL,42.0,3,5,1.8,WINDOW,256
578,Laptop Lenovo Gaming Legion 5 15ARH05 82B100BJVN,27000000,LENOVO,8,15.6,1920x1080,INTEL,60.0,4,5,2.3,WINDOW,512
579,Laptop Lenovo IdeaPad 3,17690000,LENOVO,12,15.6,1080x1920,INTEL,45.0,,5,1.65,WINDOW,512
580,Laptop ASUS Gaming ROG Zephyrus G15 GA503QR-HQ093aT,48490000,ASUS,16,15.6,2560x1440,INTEL,90.0,4,5,1.9,WINDOW,1024
581,Laptop Gaming ASUS ROG Zephyrus GA401IHR-HZ009T,26090000,ASUS,8,14.0,1920x1080,INTEL,,4,5,1.6,WINDOW,512
582,Laptop MSI Modern 15 A11M,18190000,MSI,8,15.6,1920x1080,INTEL,52.0,3,5,1.6,WINDOW,512
584,Laptop ASUS S533EQ,19790000,ASUS,8,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,512
585,Laptop ASUS VivoBook X415MA-BV088T,9390000,ASUS,4,14.0,1366x768,INTEL,37.0,2,4,1.5,WINDOW,256
586,Laptop HP ProBook 445 G8 3G4Z9PA,23790000,HP,8,15.6,1920x1080,INTEL,,3,5,1.74,WINDOW,512
587,Laptop ASUS ZenBook UX425EA-KI818T,24690000,ASUS,16,14.0,1920x1080,INTEL,67.0,4,5,1.17,WINDOW,512
588,Laptop Dell Vostro 5502 70231340,21210000,DELL,8,15.6,1920x1080,INTEL,40.0,3,5,1.7,WINDOW,256
589,Laptop Dell Vostro 5502 70231340,21210000,DELL,8,15.6,1920x1080,INTEL,40.0,3,5,1.7,WINDOW,256
590,Laptop Gaming ASUS ROG Zephyrus G14 GA401QEC-K2064T,40990000,ASUS,16,14.0,2560x1440,INTEL,76.0,4,5,1.7,WINDOW,1024
591,Laptop ASUS VivoBook A515EA-BQ1532T,13290000,ASUS,4,15.6,1080x1920,INTEL,42.0,3,5,1.8,WINDOW,512
592,Laptop MSI Modern 14 B10MW,12990000,MSI,8,14.0,1920x1080,INTEL,52.0,3,5,1.29,WINDOW,256
593,Laptop Dell Inspiron 5593 7WGNV1,16790000,DELL,,15.6,1920x1080,INTEL,42.0,3,5,1.8,WINDOW,512
596,Laptop ASUS VivoBook X415EA,12490000,ASUS,4,14.0,1920x1080,INTEL,37.0,2,5,1.55,WINDOW,256
597,Laptop ASUS ZenBook Flip UX363EA-HP548T,32490000,ASUS,16,13.3,1920x1080,INTEL,67.0,4,5,1.3,WINDOW,512
598,Laptop Dell Vostro 15 3500 7G3982,23590000,DELL,8,15.6,1080x1920,INTEL,42.0,3,,1.78,WINDOW,512
599,Laptop ASUS VivoBook S533EA,18590000,ASUS,8,15.6,1920x1080,INTEL,50.0,3,5,1.6,WINDOW,512
600,Laptop Dell Vostro 3500 7G3981,18790000,DELL,8,15.6,1920x1080,INTEL,42.0,3,5,1.78,WINDOW,256
603,Laptop MSI Gaming GF65 Thin 10UE-228VN,29990000,MSI,16,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,512
604,Macbook Pro 16 inch 2021 M1 Pro 10 CPU - 16 GPU 32GB 1TB 2021 | Chính hãng Apple Việt Nam,82990000,APPLE,32,16.2,3456x2234,INTEL,,,5,2.2,,1024
606,Laptop HP Pavilion 15-EG0541TU 4P5G8PA,15490000,HP,4,15.6,1920x1080,INTEL,41.0,3,5,1.682,WINDOW,512
607,Laptop HP Pavilion 15-EG0541TU 4P5G8PA,15490000,HP,4,15.6,1920x1080,INTEL,41.0,3,5,1.682,WINDOW,512
608,Laptop Dell Inspiron 15 5000 I5502 MFK29,20190000,DELL,12,15.6,1920x1080,INTEL,,,,,WINDOW,256
609,Laptop HP 240 G8 519A8PA,13290000,HP,4,14.0,1920x1080,INTEL,41.04,3,4,1.426,WINDOW,512
611,Laptop Lenovo ThinkBook 13s G2 ITL,21990000,LENOVO,8,13.3,2560x1600,INTEL,56.0,4,5,1.26,FREE,256
612,Laptop Dell Gaming G5 5500 G5500B,38430000,DELL,16,15.6,1920x1080,INTEL,68.0,4,5,2.34,WINDOW,1024
613,Laptop ASUS VivoBook X415EA-EB266T,16690000,ASUS,4,14.0,1920x1080,INTEL,37.0,2,4,1.55,WINDOW,512
614,Laptop ASUS Gaming TUF FA706IH-HX180T,19790000,ASUS,8,17.3,1920x1080,INTEL,48.0,3,5,2.6,WINDOW,512
615,Laptop Dell Vostro 5402 V5402A,21790000,DELL,8,14.0,1920x1080,INTEL,40.0,3,5,1.41,WINDOW,256
616,Laptop Acer Gaming Aspire 7 A715-75G-56ZL NH.Q97SV.001,19890000,ACER,8,15.6,1920x1080,INTEL,48.0,,5,2.15,WINDOW,512
617,Laptop Huawei Matebook D14,16990000,HUAWEI,8,14.0,1920x1080,INTEL,56.0,,5,1.38,WINDOW,512
618,Laptop Lenovo Ideapad 3 14ALC6,16990000,LENOVO,8,14.0,1920x1080,INTEL,38.0,2,5,1.41,WINDOW,512
622,Laptop Lenovo ThinkBook 13s G2 ITL,21990000,LENOVO,8,13.3,2560x1600,INTEL,56.0,4,5,1.26,FREE,256
623,Laptop HP 240 G8 519A8PA,13290000,HP,4,14.0,1920x1080,INTEL,41.04,3,4,1.426,WINDOW,512
624,Laptop Dell Gaming G5 5500 G5500B,38430000,DELL,16,15.6,1920x1080,INTEL,68.0,4,5,2.34,WINDOW,1024
625,Laptop Dell Vostro 5402 V5402A,21790000,DELL,8,14.0,1920x1080,INTEL,40.0,3,5,1.41,WINDOW,256
626,Laptop Acer Gaming Aspire 7 A715-75G-56ZL NH.Q97SV.001,19890000,ACER,8,15.6,1920x1080,INTEL,48.0,,5,2.15,WINDOW,512
627,Laptop Lenovo Ideapad 3 14ALC6,16990000,LENOVO,8,14.0,1920x1080,INTEL,38.0,2,5,1.41,WINDOW,512
628,Laptop ASUS Gaming TUF FA706IH-HX180T,19790000,ASUS,8,17.3,1920x1080,INTEL,48.0,3,5,2.6,WINDOW,512
630,Laptop ASUS VivoBook Flip 14 TM420IA-EC227T,19190000,ASUS,8,14.0,1920x1080,INTEL,42.0,3,4,1.5,WINDOW,512
631,Laptop HP 340s G7 36A35PA,17690000,HP,8,14.0,1920x1080,INTEL,41.7,3,5,1.47,WINDOW,512
633,Laptop HP Pavilion 14-DV0512TU 46L81PA,18490000,HP,8,14.0,1920x1080,INTEL,41.0,3,5,1.41,WINDOW,512
634,Laptop HP 240 G8 342G5PA,11990000,HP,4,14.0,1920x1080,INTEL,41.04,3,4,1.42,WINDOW,256
635,Laptop ASUS Gaming F15 FX506LH-BQ046T,19490000,ASUS,8,15.6,1920x1080,INTEL,48.0,3,5,2.2,WINDOW,512
636,Laptop Lenovo Legion 7 16ACHG6 82N60039VN,74990000,LENOVO,32,16.0,2560x1600,INTEL,80.0,4,5,2.5,WINDOW,1024
637,Laptop Acer Gaming Aspire 7 A715-42G-R1SB NH.QAYSV.005,19590000,ACER,8,15.6,1920x1080,INTEL,48.0,4,5,2.1,WINDOW,256
638,Laptop Dell Inspiron 15 5510 0WT8R2,21990000,DELL,8,15.6,1920x1080,INTEL,54.0,3,4,1.63,WINDOW,256
639,Laptop MSI Modern 14 B10MW,12990000,MSI,8,14.0,1920x1080,INTEL,52.0,3,5,1.29,WINDOW,256
640,Laptop ASUS VivoBook X415EA,12490000,ASUS,4,14.0,1920x1080,INTEL,37.0,2,5,1.55,WINDOW,256
641,Laptop HP 240 G8 342G5PA,11990000,HP,4,14.0,1920x1080,INTEL,41.04,3,4,1.42,WINDOW,256
642,Laptop Asus Gaming ROG Strix G17 G713QM-K4183T,41490000,ASUS,16,17.3,2560x1440,INTEL,90.0,4,5,2.73,WINDOW,512
644,Laptop Lenovo Legion 5 15ACH6A,34090000,LENOVO,8,15.6,1080x1920,INTEL,60.0,,5,,WINDOW,512
645,Laptop ASUS VivoBook S14 S433EA-AM885T,23490000,ASUS,16,14.0,1920x1080,INTEL,50.0,3,5,1.4,WINDOW,512
646,Laptop Lenovo Yoga Slim 7 14ACN6 82N7008XVN,21990000,LENOVO,16,14.0,1920x1080,INTEL,71.0,,5,1.45,WINDOW,512
647,Laptop ASUS VivoBook 15 M513IA-EJ283T,18490000,ASUS,8,15.6,1920x1080,INTEL,42.0,3,5,1.8,WINDOW,512
648,Laptop ASUS Gaming ROG Strix Scar 15 G533QM HF089T,44790000,ASUS,16,15.6,1920x1080,INTEL,90.0,4,5,2.5,WINDOW,1024
649,Laptop ASUS TUF Gaming F15 FX506HCB-HN141W,27090000,ASUS,8,15.6,1920x1080,INTEL,48.0,3,5,2.3,WINDOW,512
650,Macbook Pro 14 inch 2021 M1 Pro 10 CPU - 16 GPU 16GB 1TB sạc 96W | Chính hãng Apple Việt Nam,67990000,APPLE,16,14.2,3024x1964,INTEL,,,5,1.6,,1024
651,Laptop ASUS Gaming ROG Strix G15 G513QM-HF295T,38940000,ASUS,16,15.6,1080x1920,INTEL,90.0,4,5,2.3,WINDOW,512
652,Laptop ASUS ZenBook UX425EA,23990000,ASUS,8,14.0,1920x1080,INTEL,67.0,4,5,1.17,WINDOW,512
653,Laptop Dell Inspirion 15 3511 P112F001CBL,14490000,DELL,4,15.6,1920x1080,INTEL,41.0,3,,1.73,WINDOW,256
654,Apple Studio Display 27 5K Màn Nano Chân đế cố định 2022 chính hãng,51990000,APPLE,,27.0,5120x2880,,,,,6.3,,
656,Laptop ASUS VivoBook M513UA-EJ033T,17990000,ASUS,8,15.6,1080x1920,INTEL,42.0,3,5,1.8,WINDOW,512
657,Laptop ASUS VivoBook 15 A515EP-BQ195T,19190000,ASUS,8,15.6,1920x1080,INTEL,42.0,3,5,1.7,WINDOW,512
658,Laptop ASUS ExpertBook P2451FA-EK1620T,16790000,ASUS,8,14.0,1920x1080,INTEL,,3,5,1.5,WINDOW,512
659,Apple Studio Display 27 5K Chân đế điều chỉnh 2022 chính hãng,54990000,APPLE,,27.0,5120x2880,,,,,6.3,,
661,Laptop ASUS Gaming ROG Strix Scar G15 G533QR-HQ098T,49190000,ASUS,16,15.6,2560x1440,INTEL,90.0,4,5,2.3,WINDOW,1024
663,Laptop Lenovo Legion 5 15ACH6A,34090000,LENOVO,8,15.6,1080x1920,INTEL,60.0,,5,,WINDOW,512
664,Laptop ASUS TUF Gaming F15 FX506HCB-HN141W,27090000,ASUS,8,15.6,1920x1080,INTEL,48.0,3,5,2.3,WINDOW,512
665,Laptop ASUS TUF Gaming FA706II-H7286T,22290000,ASUS,8,17.3,1920x1080,INTEL,48.0,3,5,2.6,WINDOW,512
666,Laptop ASUS Gaming ROG Strix Scar G15 G533QM-HQ054T,45900000,ASUS,16,15.6,2560x1440,INTEL,90.0,4,5,2.5,WINDOW,512
667,Macbook Pro 14 inch 2021 M1 Pro 10 CPU - 16 GPU 16GB 1TB sạc 96W | Chính hãng Apple Việt Nam,67990000,APPLE,16,14.2,3024x1964,INTEL,,,5,1.6,,1024
668,Laptop Dell Vostro 3400 70234073,17990000,DELL,8,14.0,1920x1080,INTEL,42.0,3,5,1.64,WINDOW,256
669,Laptop Dell Inspirion 15 3511 P112F001CBL,14490000,DELL,4,15.6,1920x1080,INTEL,41.0,3,,1.73,WINDOW,256
670,Laptop HP 240 G8 3D0E8PA,19490000,HP,8,14.0,1920x1080,INTEL,41.0,3,4,1.42,WINDOW,512
671,Apple Studio Display 27 5K Màn Nano Chân đế cố định 2022 chính hãng,51990000,APPLE,,27.0,5120x2880,,,,,6.3,,
673,Laptop ASUS Gaming ROG Zephyrus G14 GA401QE-K2026T,39490000,ASUS,16,14.0,2560x1440,INTEL,76.0,4,6,1.7,WINDOW,1024
674,Laptop ASUS Gaming ROG Flow X13 GV301QC-K6029T,77990000,ASUS,32,13.4,1920x1200,INTEL,62.0,4,5,1.3,WINDOW,1024
675,Laptop ASUS TUF Gaming FA506QM-HN005T,31590000,ASUS,16,15.6,1920x1080,INTEL,90.0,4,5,2.3,WINDOW,1024
676,Apple Studio Display 27 5K Chân đế điều chỉnh 2022 chính hãng,54990000,APPLE,,27.0,5120x2880,,,,,6.3,,
677,Laptop Asus Gaming ROG Strix G17 G713QM-K4183T,41490000,ASUS,16,17.3,2560x1440,INTEL,90.0,4,5,2.73,WINDOW,512
678,Laptop Lenovo Legion 5 15ITH6,32590000,LENOVO,8,15.6,1080x1920,INTEL,60.0,4,5,2.4,WINDOW,512
679,Laptop Lenovo Yoga Slim 7 14ACN6 82N7008XVN,21990000,LENOVO,16,14.0,1920x1080,INTEL,71.0,,5,1.45,WINDOW,512
680,Laptop Dell Inspiron 3501 70253898,23990000,DELL,8,15.6,1920x1080,INTEL,42.0,3,4,1.96,WINDOW,512
682,Laptop ASUS VivoBook 14 A415EA-EB557T,14790000,ASUS,8,14.0,1920x1080,INTEL,42.0,3,5,1.4,WINDOW,256
683,Laptop MSI Gaming GF65 THIN 10SER-622VN - Cũ trầy xước                                                                                    Core i7-10750H/8GB/512GB PCIE/VGA 6GB RTX2060/15.6 IPS 144HZ/WIN10,33990000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,512
684,Laptop HP 250 G8 389X8PA,11990000,HP,4,15.6,1366x768,INTEL,41.0,3,4,1.74,WINDOW,256
685,Laptop Dell Gaming G15 5515 P105F004DGR,27190000,DELL,16,15.6,1920x1080,INTEL,56.0,3,5,2.81,WINDOW,512
687,Laptop ASUS Zenbook UX482EA-KA081T,31490000,ASUS,8,14.0,1920x1080,INTEL,70.0,4,5,1.57,WINDOW,512
689,Laptop HP 348 G7 9PH19PA,21190000,HP,8,14.0,1920x1080,INTEL,41.0,3,5,1.4,WINDOW,512
690,Laptop Dell Vostro 3468 70161069,13490000,DELL,,14.0,1366x768,INTEL,,4,4,1.76,WINDOW,1024
691,Laptop Dell Vostro 3400 V4I7015W1,22990000,DELL,8,14.0,1920x1080,INTEL,42.0,3,5,1.64,WINDOW,512
692,Laptop ASUS Zenbook UX425EA-KI817T,24690000,ASUS,16,14.0,1920x1080,INTEL,67.0,4,5,1.17,WINDOW,512
698,Laptop HP Pavilion 15-EG0008TU 2D9K5PA,13290000,HP,4,15.6,1920x1080,INTEL,41.0,3,5,1.75,WINDOW,256
700,Laptop Dell Inspiron 3501 70253898,23990000,DELL,8,15.6,1920x1080,INTEL,42.0,3,4,1.96,WINDOW,512
701,Laptop HP Envy 13-BA1020CA 378T1UA,18490000,HP,8,13.3,1920x1080,INTEL,51.0,3,5,1.3,WINDOW,512
702,Laptop ASUS Zenbook UX482EA-KA081T,31490000,ASUS,8,14.0,1920x1080,INTEL,70.0,4,5,1.57,WINDOW,512
704,Laptop HP 250 G8 389X8PA,11990000,HP,4,15.6,1366x768,INTEL,41.0,3,4,1.74,WINDOW,256
705,Laptop HP 348 G7 9PH19PA,21190000,HP,8,14.0,1920x1080,INTEL,41.0,3,5,1.4,WINDOW,512
706,Laptop Dell Vostro 3468 70161069,13490000,DELL,,14.0,1366x768,INTEL,,4,4,1.76,WINDOW,1024
708,Laptop Dell Vostro 13 5310 YV5WY1,21990000,DELL,8,13.3,1920x1200,INTEL,54.0,4,5,1.215,WINDOW,512
712,Laptop ASUS Gaming ROG Zephyrus G15 GA503RM-LN006W,44990000,ASUS,16,15.6,2560x1440,INTEL,90.0,4,5,1.9,WINDOW,512
713,Laptop HP 240 G8 3D3H7PA,17990000,HP,8,14.0,1920x1080,INTEL,41.0,3,4,1.42,WINDOW,512
720,Laptop HP Gaming Victus 16-D0292TX 5Z9R3PA,23990000,HP,8,16.1,1920x1080,INTEL,70.0,4,5,2.25,WINDOW,512
722,Laptop Lenovo Yoga Slim 7 14ACN6 82N7008VVN,20490000,LENOVO,8,14.0,1920x1080,INTEL,71.0,,5,1.45,WINDOW,512
724,Laptop Lenovo ideapad 3 15ITL6,13990000,LENOVO,8,15.6,1080x1920,INTEL,38.0,,5,1.65,WINDOW,512
725,Laptop Dell Inspiron 3501 P90F005DBL,14290000,DELL,4,15.6,1920x1080,INTEL,42.0,3,4,1.91,WINDOW,256
726,Laptop Dell Inspiron 15 3511 70270652,22990000,DELL,8,15.6,1920x1080,INTEL,41.0,3,5,1.73,WINDOW,512
727,Laptop Lenovo Yoga Slim 7 14ACN6 82N7002MVN,18490000,LENOVO,8,14.0,1920x1080,INTEL,71.0,,5,1.45,WINDOW,512
732,Laptop Acer Swift X SFX16-51G-516Q NX.AYKSV.002,24990000,ACER,16,14.0,1920x1080,INTEL,59.0,,5,1.9,WINDOW,512
739,Laptop HP Gaming Victus 16-D0292TX 5Z9R3PA,23990000,HP,8,16.1,1920x1080,INTEL,70.0,4,5,2.25,WINDOW,512
740,Laptop ASUS VivoBook 15 X509JP-EJ012T,14190000,ASUS,,15.6,1920x1080,INTEL,32.0,2,5,1.71,WINDOW,1024
742,Laptop Acer Aspire A515 57 52Y2,15990000,ACER,8,15.6,1920x1080,INTEL,50.0,3,5,1.7,WINDOW,512
747,Laptop MSI Modern 15 A11MU 680VN,15490000,MSI,8,15.6,1920x1080,INTEL,52.0,3,5,1.6,WINDOW,512
751,Laptop Lenovo Yoga Slim 7 14ACN6 82N7008WVN,19990000,LENOVO,16,14.0,1920x1080,INTEL,71.0,,5,1.45,WINDOW,512
752,Laptop Gaming Acer Nitro 5 AN515 58 52SP,24590000,ACER,8,15.6,1920x1080,INTEL,5.0,4,5,2.5,WINDOW,512
753,Laptop Acer Swift 3 SF314-511-55QE NX.ABNSV.003,19490000,ACER,16,14.0,1920x1080,INTEL,56.0,,5,1.19,WINDOW,512
754,Laptop Dell Vostro 5620 70282719,23990000,DELL,16,15.6,1920x1080,INTEL,54.0,4,5,1.91,WINDOW,512
759,Laptop ASUS Gaming ROG Strix G15 G513QR-HQ096T,46490000,ASUS,16,15.6,,INTEL,90.0,4,5,2.3,WINDOW,1024
768,Laptop ASUS ROG Strix G15 G513RC-HN090W,26990000,ASUS,8,15.6,1920x1080,INTEL,56.0,,5,2.1,WINDOW,512
770,Laptop ASUS Gaming ROG Strix G17 G713RW-LL157W,55990000,ASUS,16,17.3,2560x1440,INTEL,90.0,4,5,2.9,WINDOW,1024
771,Laptop ASUS ZenBook UM5302TA-LX087W,29990000,ASUS,8,13.3,2880x1800,INTEL,67.0,4,5,1.1,WINDOW,512
779,Laptop ASUS Gaming TUF FX506LHB-HN188W,16390000,ASUS,8,15.6,1920x1080,INTEL,48.0,3,5,2.3,WINDOW,512
782,Laptop Lenovo Yoga Slim 7 14ACN6 82N7008VVN,20490000,LENOVO,8,14.0,1920x1080,INTEL,71.0,,5,1.45,WINDOW,512
785,Laptop Lenovo ideapad 3 15ITL6,13990000,LENOVO,8,15.6,1080x1920,INTEL,38.0,,5,1.65,WINDOW,512
786,Laptop Dell Inspiron 15 3511 70270652,22990000,DELL,8,15.6,1920x1080,INTEL,41.0,3,5,1.73,WINDOW,512
788,Laptop Lenovo Yoga Slim 7 14ACN6 82N7002MVN,18490000,LENOVO,8,14.0,1920x1080,INTEL,71.0,,5,1.45,WINDOW,512
792,Laptop Acer Swift X SFX16-51G-516Q NX.AYKSV.002,24990000,ACER,16,14.0,1920x1080,INTEL,59.0,,5,1.9,WINDOW,512
796,Laptop Dell Inspiron 3501 P90F005DBL,14290000,DELL,4,15.6,1920x1080,INTEL,42.0,3,4,1.91,WINDOW,256
797,Laptop HP Envy 13-BA1030CA 378T2U,17490000,HP,8,13.3,1920x1080,INTEL,51.0,3,5,1.3,WINDOW,256
798,Laptop HP Envy 13-BA1030CA 378T2U,17490000,HP,8,13.3,1920x1080,INTEL,51.0,3,5,1.3,WINDOW,256
799,Laptop Dell Vostro 5510 70270646,20990000,DELL,8,15.6,1920x1080,INTEL,54.0,4,5,1.75,WINDOW,512
0,Laptop Acer Nitro Gaming AN515-57-5669 i5 11400H/8GB/512GB SSD/Nvidia GTX1650 4GB/Win11 (No.00789041),18490000,ACER,8,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
1,"Laptop Lenovo IdeaPad Slim 3 15ITL6 i3 1115G4/8GB/512GB/15.6""FHD/Win 11 (No.00800088)",11190000,LENOVO,8,15.6,1920x1080,INTEL,,2,5,1.65,WINDOW,512
2,"Laptop MSI Gaming GF63 Thin 10SC-481VN i7 10750H/8GB/512GB/15.6""FHD/GTX 1650 Max-Q 4GB/Win 10 (No.00770717)",17790000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.86,WINDOW,512
3,"Laptop Asus TUF Gaming FX516PC - HN558W i5 11300H/8GB/512GB SSD/15.6""FHD/GeForce RTX3050 4GB/Win 11 (No.00813507)",18990000,ASUS,8,15.6,1920x1080,INTEL,,4,5,,WINDOW,512
4,Laptop Asus Vivobook A415EA-EB1471W i5 1135G7/8GB/512GB SSD/Win 11 (No.00791185),15990000,ASUS,8,14.0,1920x1080,INTEL,,3,5,1.4,WINDOW,512
5,Laptop HP 240 G8 i5 1135G7/8GB/512GB/14’’HD/Win 11 (No.00799907),16090000,HP,8,14.0,1366x768,INTEL,,3,5,1.47,WINDOW,512
6,"Laptop HP 240 G8 i3 1005G1/8GB/512GB/14.0""HD/Win 10 (No.00775506)",12490000,HP,8,14.0,,INTEL,,3,5,1.47,WINDOW,512
7,Laptop Acer Aspire Gaming A715-42G-R05G R5 5500U/8GB/512GB SSD/Nvidia GTX1650 4GB/Win11 (No.00783547),17990000,ACER,8,15.6,1920x1080,INTEL,,3,5,2.1,WINDOW,512
8,Laptop Acer Aspire Gaming 7 A715-42G-R4XX R5 5500U/8GB/256GB SSD/Nvidia GTX1650 4GB/Win11 (No.00793136),16190000,ACER,8,15.6,1920x1080,INTEL,,3,5,2.1,WINDOW,256
9,"Laptop HP Gaming Victus 16-e0175AX R5 5600H/8GB/512GB/16.1""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win 11 (No.00799890)",20990000,HP,8,16.1,1920x1080,INTEL,70.0,4,5,2.46,WINDOW,512
10,Laptop Lenovo Yoga 7 14ACN6 R5 5600U/8GB/512GB/14.0''FHD/Win 11 (No.00793543),19990000,LENOVO,8,14.0,1920x1080,INTEL,71.0,,5,1.45,WINDOW,512
11,"Laptop Acer Nitro Gaming AN515-57-54MV i5 11400H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win10 (No.00775122)",22490000,ACER,8,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
12,Laptop MSI Gaming GF65 10UE-286VN i5 10500H/16GB/512GB/15.6FHD/NVIDIA GeForce RTX 3060 Max-Q 6GB/Win10 (No.00752176),24490000,MSI,16,15.6,1920x1080,INTEL,,3,5,1.86,WINDOW,512
13,"Laptop Dell Gaming G15 5511 i5 11400H/8GB/256GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win 11/Office HS21 (No.00790251)",23490000,DELL,8,15.6,1920x1080,INTEL,,3,5,2.81,WINDOW,256
14,"Laptop Gigabyte Gaming G5 GD i5 11400H/16GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win11 (No.00789799)",21990000,GIGABYTE,16,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
15,"Laptop MSI Gaming Katana GF66 11UC-641VN i7 11800H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win 10/Balo (No.00772181)",25990000,MSI,8,15.6,1920x1080,INTEL,,3,5,2.1,WINDOW,512
16,"Laptop Lenovo IdeaPad Gaming 3 15ACH6 R5 5600H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win 11 (No.00800071)",17590000,LENOVO,8,15.6,1920x1080,INTEL,,3,5,2.25,WINDOW,512
17,"Laptop Dell Gaming G15 5511 i7 11800H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win10/Office HS (No.00783550)",30990000,DELL,8,15.6,1920x1080,INTEL,,3,5,2.81,WINDOW,512
18,Laptop Lenovo IdeaPad Slim 5 15ITL05 i5 1135G7/8GB/512GB/15.6”FHD/Win 11 (No.00797335),14990000,LENOVO,8,15.6,1920x1080,INTEL,,3,5,1.66,WINDOW,512
19,"Laptop Dell Inspiron N3505 R5 3450U/8GB/256GB/15.6""FHD Touch/AMD Radeon Vega 8/Win 10/NK (No.00775825)",15290000,DELL,8,15.6,1920x1080,INTEL,,3,4,1.98,WINDOW,256
20,Laptop Acer Nitro Gaming AN515-45-R6EV R5 5600H/8GB/512GB SSD/GTX1650 4GB/Win11 (No.00790330),18490000,ACER,8,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
21,Laptop Acer Travel Mate B3 TMB311-31-C2HB Celeron N4020/4GB/128GB SSD/11.6'' HD/Win11 (No.00790471),4990000,ACER,4,11.6,1366x768,INTEL,,3,5,1.4,WINDOW,128
22,"Laptop Asus Vivobook A415EA-EB1749W i3 1125G4/8GB/512GB SSD/14"" FHD/Win11 (No.00792516)",12890000,ASUS,8,14.0,1920x1080,INTEL,,3,5,1.4,WINDOW,512
23,Laptop Acer Aspire 3 A315-57G-573F i5 1035G1/8GB/512GB SSD/Nvidia GeForce MX330 2GB/Win11 (No.00793778),14890000,ACER,8,15.6,1920x1080,INTEL,,3,5,1.9,WINDOW,512
