Title,Price sale,Price origin,url,Loại card đồ họa,Dung lượng RAM,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Hệ điều hành,Cổng giao tiếp,Loại RAM,Số khe ram,Pin,Độ phân giải màn hình,Socket.690.000đKhi thu cũ lên đời,27.990.000đ,https://cellphones.com.vn/macbook-air-m3-13-inch-2024.html,GPU 8 Lõi,8GB,256GB SSD,13.6 inches,True Tone,MacOS,Cổng sạc MagSafe 3Hai cổng Thunderbolt / USB 4
Laptop Lenovo Thinkbook 14 G2 ARE,,,https://cellphones.com.vn/laptop-lenovo-thinkbook-14-g2-are.html,AMD Radeon Graphics,8GB,SSD 512 GB M2. PCIe,14 inches,"IPS LCD LED Backlit, True Tone 60 Hz, 250 nits, 45% NTSC",Windows 10 Home,,"DDR4 3200 MHz, hỗ trợ tối đa 32GB",1 khe trống,45W Lithium polyme,1920 x 1080 pixels (FullHD),
Laptop Lenovo Thinkpad X260,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x260.html,Intel HD Graphics 520,16GB,128GB SSD,12.5 inches,Độ sáng tối đa 300nits,Windows 10 Pro,3 x USB 3.0 1 x RJ45 1 x Mini DisplayPort 1 x HDMI 1 x Đầu đọc thẻ 4 trong 1 1 x Jack cắm 3.5 mm Microphone / Headphone 1 x Đầu đọc thẻ thông minh,DDR4,,72 WHr,1920 x 1080 pixels (FullHD),
Laptop Lenovo Thinkpad T470S,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t470s.html,Intel HD Graphics 620,24GB,1TB PCIe NVMe SSD,14 inches,Chống chói,Windows 10 Pro,"3x USB 3.0  1x USB Type-C 1x 3.5 mm Combo Audio Jack 1x HDMI 1x RJ45 Gigabit LAN 1x Đế cắm CS13  1x Đầu đọc thẻ nhớ (SD 3.0, UHS-I) 1x Đầu đọc thẻ thông minh (tùy chọn) 1x Micro SIM ",DDR4 2400MHz,,57Wh,1920 x 1080 pixels (FullHD),
Laptop Asus Rog Zenphyrus M16 GU603ZW K8025,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu603zx-k8025w.html,,,,,,,,,,,,
Laptop Vaio FE 15 VWNC51527-BK,,,https://cellphones.com.vn/laptop-vaio-fe-15-vwnc51527-bk.html,,,,,,,,,,,,
Apple Mac mini 8GB 256GB 2018 (MRTT2),,,https://cellphones.com.vn/mac-mini-8gb-256gb-2018-mrtt2.html,Intel UHD Graphics 630,8GB,,,,,"2 x USB 3.0  4 x Thunderbolt 3(USB-C)  1 x Ethernet  1 x HDMI 1 Jack 3,5mm",8GB 2666MHz DDR4 memory,,,,
Laptop Lenovo Thinkpad P50,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-p50.html,NVIDIA Quadro 2000M,64GB,SSD 256GB,15.6 inches,, Windows 10 Home SL,1x Mini DisplayPort  1x HDMI 1x LAN (RJ45) 4x USB 3.0,DDR4 (Onboard) 2133 MHz,, Li - Polymer 6 cell,3840 x 2160 pixels,
Laptop HP 15S FQ1111TU 193R0PA,,,https://cellphones.com.vn/laptop-hp-15s-fq1111tu-193r0pa.html,Intel UHD Graphics,4GB,256GB SSD,15.6 inches,"60Hz, LED Backlit, SVA",Windows 10 Home SL,2 x USB 3.0HDMIUSB Type-C,DDR4,"2 khe, nâng cấp tối đa 16GB",3-cell Li-ion,1920 x 1080 pixels (FullHD),
Laptop HP Gaming Victus 16-D1187TX 7C0S4PA,,,https://cellphones.com.vn/laptop-hp-gaming-victus-16-d1187tx-7c0s4pa.html,NVIDIA GeForce RTX 3050Ti 4 GB,8GB,512 GB PCIe NVMe TLC M.2 SSD,16.1 inches,"Tần số quét 144 Hz  Màn hình chống chói Độ phủ màu 250 nits, 45%NTSC",Windows 11 Home,"1x USBType-C (Sạc, DisplayPort 1.4, HP Sleep and Charge) 3x USB Type-A 1x HDMI2.1 1x RJ-45 1x AC  1x Headphone/microphone combo",DDR5 4800MHz,1x 8 GB,"4-cell, 70Wh Li-ion polymer",1920 x 1080 pixels (FullHD),
Laptop HP Pavilion 15-EG2087TU 7C0Q9PA,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2087tu-7c0q9pa.html,Intel UHD Graphics,8GB,256GB SSD PCIe® NVMe™ M.2,15.6 inches,"IPS, Micro-edge, BrightView, 250nits, 45%NTSC",Windows 11 Home,1 x HDMI 2.01 x headphone/microphone combo1 x Type-C tốc độ truyền dữ liệu 10Gbps2 x Type-A tốc độ truyền dữ liệu 5Gbps,DDR4 3200MHz,2 khe,3Cell 41WHrs,1920 x 1080 pixels (FullHD),
Laptop HP Elitebook 845 G9,,,https://cellphones.com.vn/laptop-hp-elitebook-845-g9.html,AMD Radeon 660M,16GB,256GB SSD NVMe PCIe,14 inches,Công nghệ Wide Viewing AngleChống chói Độ sáng tối đa 250 Nits, Windows 11 pro,2 x USB Type-C 2 x USB Type-A  1 x HDMI 2.0 1 x Jack cắm tai nghe,DDR5 4800 SODIMM,1 Thanh RAM,51Whr 3 cell,1920 x 1200 pixels (WUXGA),
Laptop HP Gaming Victus 16-E0170AX 4R0U7PA,,,https://cellphones.com.vn/laptop-hp-gaming-victus-16-e0170ax-4r0u7pa.html,NVIDIA GeForce RTX 3050 4GB,8GB,512GB SSD NVMe PCIe ,16.1 inches,"144 Hz, Chống chói Anti Glare, IPS",Windows 11 Home SL,"2 x USB 3.1Jack tai nghe 3.5 mm1x USB 3.1 Gen 1 Type-C (support Power Delivery, DisplayPort, HP Sleep and Charge)1x USB 3.1 Gen 1 Type-A HDMI LAN (RJ45)",DDR4 3200 MHz,2 khe (hỗ trợ nâng cấp 32GB),"4-cell Li-ion, 70 Wh",1920 x 1080 pixels (FullHD),
Laptop Lenovo Ideapad Slim 5 16IMH9 83DC001RVN,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-16imh9-83dc001rvn.html,,,,,,,,,,,,
Laptop Lenovo ThinkPad E16 GEN 1 21JN006GVN,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-e16-gen-1-21jn006gvn.html,,,,,,,,,,,,
Laptop Lenovo Thinkpad P51,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-p51.html,NVIDIA Quadro M2200,64GB,1 TB PCIe SSD,15.6 inches,Độ sáng 300 nitsChống chói,Windows 10 Pro 64-bit,"4x USB 3.0 1x HDMI 1.4 1x Mini DP 1.2 Intel Thunderbolt 3 1x RJ 45 Gigabit Ethernet 1x Đầu nối đế cắm 1x Đầu đọc thẻ 4 trong 1 (SD, SDHC, SDXC, MMC) 1x ExpressCard / 34 mm 1x Headphone/mic combo jack",DDR4 (2400 MHz),4 khe SODIMM, 6Cell - 90Wh,3840 x 2160 pixels,
Laptop Dell Insprion 5620 N6I7000W1,,,https://cellphones.com.vn/laptop-dell-insprion-5620-n6i7000w1.html,NVIDIA GeForce MX570 2GB DDR6,16GB, 512GB SSD M.2 PCIe NVMe Solid State Drive,16 inches,Anti-Glare Non-Touch 300nits WVA Display with ComfortView Support,Windows 11,2x USB 3.2 Gen 1 Type-A ports  1x USB 3.2 Gen 2x2 Type-C port with Power Delivery and DisplayPort  1 HDMI  1 Audio jack,DDR4,,"4 Cell, 54WHr",1920 x 1080 pixels (FullHD),
Laptop Dell Latitude E7250,,,https://cellphones.com.vn/laptop-dell-latitude-e7250.html,Intel HD Graphics,8GB,256 GB SSD,12.5 inches,,Windows 10 Pro,,DDR3,,,,
Samsung Galaxy Book,,,https://cellphones.com.vn/laptop-samsung-galaxy-book.html,Intel Iris Xe Graphics,8GB,512GB NVMe SSD2 khe,15.6 inches,Màn hình chống loá,Windows 11 Home SL ,1 HDMI2 USB Type-C2 USB3.2Khe thẻ nhớTai nghe,LPDDR4x ,,54 Wh,1920 x 1080 pixels (FullHD),
Laptop Itel Spirit 1 i3,,,https://cellphones.com.vn/laptop-itel-spirit-1-i3.html,Card tích hợp - Intel Iris Plus Graphics 655,4GB,"256 GB SSD M.2 SATA 3 (Có thể tháo ra lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inches,Công nghệ IPS  Độ sáng 300 nits,Windows 11 Home SL,3x USB 3.0  1x HDMI  1x Jack tai nghe 3.5 mm  1x LAN (RJ45)  1x VGA (D-Sub),"4 GB DDR4, 2400 MHz, tối đa 32 GB",2 khe (1 khe 4GB onboard + 1 khe rời),"3-cell Li-ion, 50 Wh",1920 x 1080 pixels (FullHD),
Laptop Dell Latitude E5520,,,https://cellphones.com.vn/laptop-dell-latitude-e5520.html,‎Intel HD Graphics 520,8GB,‎320 GB,14.1 inches,,‎Windows 7,,‎‎DDR3 SDRAM 2.7 GHz,,,,
,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-s430un.html,,,,,,,,,,,,
Laptop HP Pavilion 15-EG1040TU 5Z9V3PA,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg1040tu-5z9v3pa.html,Intel Iris Xe Graphics,8GB,256GB SSD,15.6 inches,,Windows 11 Home,,DDR4,2 khe,3 Cell (41Wh),1920 x 1080 pixels (FullHD),
Laptop HP 340S G7 36A43PA,,,https://cellphones.com.vn/laptop-hp-340s-g7-36a43pa.html,Intel UHD Graphics,8GB,256GB SSD PCIe (M.2 2280),14 inches,Anti-glare,Windows 10 Home 64-bit,2 x USB 3.1 Type-A  1 x USB 3.1 Type-C  1 x HDMI  1x headphone/microphone combo,DDR4 Bus 3200MHz,2 khe,3 Cell (41.04Wh),1920 x 1080 pixels (FullHD),
Laptop HP Pavilion 15 EG2065TX 7C0Q3PA,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2065tx-7c0q3pa-i5-1235u-8gb-256gb.html,GeForce MX550 2GB,8GB,256GB SSD M.2 NVMe ,15.6 inches,,Windows 11,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.2 , Audio combo",DDR4 3200MHz ,1 khe 8GB + 1 khe trống, 3 cell 41 Wh,1080 x 1920 pixels (FullHD),
Laptop HP Probook 6570B,,,https://cellphones.com.vn/laptop-hp-probook-6570b.html,Intel HD Graphics 4000,4GB,320 GB HDD,15.6 inches,,Windows 8 Pro,2x USB 3.2 Gen 1 Type-A Microphone / Headphone 3.5 mm 1x eSATA/USB 2.0 DC-in 1x Firewire (IEEE 1394) 1x DisplayPorts ExpressCard 2x USB 2.0 1x Ethernet LAN (RJ-45)  1x VGA (D-Sub),DDR3-SDRAM 1600 MHz,2 khe SO-DIMM (Nâng cấp tối đa 16 GB),6-cells 55 Wh,1366 x 768 pixels,
Laptop HP Probook 450 G3,,,https://cellphones.com.vn/laptop-hp-probook-450-g3.html,Intel HD Graphics 520,4GB,500 GB HDD,15.6 inches,Màn hình chống chói,Windows 7 Professional 64-bit,2x USB 3.0 2x USB 2.0 RJ-45 1x Combo headphone / microphone jack,DDR3 1600 MHz,2 khe (Nâng cấp tối đa 32GB),44 WHr Li-ion 4-cell,1366 x 768 pixels,
Laptop HP Elitebook 8460P,,,https://cellphones.com.vn/laptop-hp-elitebook-8460p.html,Intel HD Graphics 3000,8GB,250GB,14 inches,Màn hình chống chói,Windows 10 Pro,,,,,1366 x 768 pixels,
Laptop HP Gaming Victus 15-FA0110TX 7C0R3PA,,,https://cellphones.com.vn/laptop-hp-gaming-victus-15-fa0110tx-7c0r3pa.html,NVIDIA GeForce RTX 3050 4 GB,8GB,512 GB PCIe NVMe TLC M.2 SSD,15.6 inches,Tần số quét 144 Hz  Màn hình chống chói  Độ sáng 250 nits  Độ phủ màu 45% NTSC,Windows 11 Home,"1x USBType-C (DisplayPort 1.4, HP Sleep and Charge)  2x USB Type-A 1x HDMI 2.1 1x RJ-45 1x AC  1x Headphone/microphone combo", DDR4 3200 MHz,1x 8 GB,"4-cell, 70Wh Li-ion polymer",1920 x 1080 pixels (FullHD),
Laptop HP 15S-DU1040TX 8RE77PA,,,https://cellphones.com.vn/laptop-hp-15s-du1040tx-8re77pa.html, nVidia Geforce MX130 2GB,8GB,512GB PCIe® NVMe™ M.2 SSD,15.6 inches,, Windows 10 Home Single Language 64, 1 USB 3.1 Gen 1 Type-C™   2 USB 3.1 Gen 1 Type-A  1xHDMI, 8GB DDR4-2666 SDRAM (1 x 8 GB),2 khe,"3-cell, 41 Wh Li-ion",1366 x 768 pixels,
Laptop HP Envy X360 2IN2 2022,,,https://cellphones.com.vn/laptop-hp-envy-x360-2in2-2022.html,AMD Radeon™ Graphics,8GB,256GB PCIe® NVMe™ M.2 SSD,15.6 inches,"IPS, Cảm ứng, Xoay gập 360",,,DDR4-3200,,,,
Laptop Lenovo Ideapad 5 14ITL05 82FG0129VN,,,https://cellphones.com.vn/laptop-lenovo-ideapad-5-14itl05-82fg0129vn.html,Intel Iris Xe Graphics,8GB,512GB SSD,15.6 inches,"IPS LCD LED Backlit, True Tone, 60 Hz, 300 nits, 45% NTSC",Windows 10 Home,,DDR4 3200 MHz,,3 Cell Lithium polymer 45 W,1920 x 1080 pixels (FullHD),
Laptop HP ProBook 445 G7 1A1A7PA,,,https://cellphones.com.vn/laptop-hp-probook-445-g7-ryzen-7.html,,,,,,,,,,,,
Laptop Alienware X14 R1,,,https://cellphones.com.vn/laptop-alienware-x14-r1.html,NVIDIA GeForce RTX 3050Ti 4GB GDDR6Intel Iris Xe,16GB,"512GB PCIe® NVMe™ M.2 SSD, có 1 khe lắp duy nhất",14 inches,"WVA, không cảm ứng, 400 nits, độ phủ màu 100% sRGB/ DCI-P3 100%, low blue light",Windows 11,1 x USB 3.2 Gen 2 Type-C với chức năng DisplayPort 1.4 và Power DeliveryJack tai nghe tiêu chuẩnCổng HDMI 2.11 x USB 3.2 Gen 1 type A có thêm tính năng sạc thiết bị ngoại vi PowerShare2 x Thunderbolt,LPDDR5 4800MHz MHz,,"6-cell, 80.5Wh",1920 x 1080 pixels (FullHD),
Laptop HP Pavilion 15-EG2085TU 7C0Q7PA,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2085tu-7c0q7pa.html,Intel Iris Xe Graphics,8GB,256GB SSD PCIe® NVMe™ M.2,15.6 inches,"IPS, Micro-edge, BrightView, 250nits, 45%NTSC",Windows 11 Home,1 x HDMI 2.01 x headphone/microphone combo1 x Type-C tốc độ truyền dữ liệu 10Gbps2 x Type-A tốc độ truyền dữ liệu 5Gbps,DDR4 3200MHz ,2 khe,3Cell 41WHrs,1920 x 1080 pixels (FullHD),
Laptop HP Pavilion 15-EG2062TX 7C0W7PA,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2062tx-7c0w7pa.html,NVIDIA® GeForce® MX550 2GB GDDR6,8GB,512GB SSD PCIe® NVMe™ M.2,15.6 inches,"Display, 15.6 Inch FHD, IPS, 250nits, 45% NTSC, micro-edge BrightView",Windows 11 Home,1 x HDMI 2.01 x Type-C tốc độ truyền dữ liệu 10Gbps2 x Type-A tốc độ truyền dữ liệu 5Gbps1 x headphone/microphone combo,DDR4 3200MHz ,2 khe,3 Cell 41WHrs,1920 x 1080 pixels (FullHD),
Laptop HP Elitebook 840 G6,,,https://cellphones.com.vn/laptop-hp-elitebook-840-g6.html,Intel UHD 620,8GB,SSD M2 256GB NVMe,14 inches,,Windows 10 Pro,2x USB 3.0 1x USB 3.1 Type-C 1x LAN 1x HDMI 1x SD Card,DDR4 2660MHz,,,1920 x 1080 pixels (FullHD),
Laptop HP Elitebook 640 G9,,,https://cellphones.com.vn/laptop-hp-elitebook-640-g9.html,Intel UHD Graphics,16GB,512 GB SSD NVMe PCIe 2280,14 inches,45% NTSC Chống chói Anti Glare 250 nits, Windows 11 Home,1 x USB 3.1 Type-C 2 x USB 3.1 Gen 1 1 x HDMI 1.4b 1 x RJ-45 1 x Jack cắm tai nghe 1 x AC power 1 x USB 2.0,DDR4,2 Thanh RAM hỗ trợ tối đa lên 32GB,,1920 x 1080 pixels (FullHD),
Laptop MSI Gaming GF63 Thin 11UC-1230VN - Đã Kích Hoạt,,,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-11uc-1230vn-da-kich-hoat.html,,,,,,,,,,,,
Laptop MSI Cyborg 15 A12UDX-621VN,,,https://cellphones.com.vn/laptop-msi-cyborg-15-a12udx-621vn.html,NVIDIA Geforce  RTX3050 4GB GDDR6  Intel Iris Xe Graphics,8GB,SSD 512GB M.2 PCIe Gen4,15.6 inches,Màn hình chống chói,Windows 11 bản quyền,1x HDMI1x USB TypeC (DisplayPort)2x USB 3.2 & USB 2.01x DC-in1x Jack Audio 3.5mm1x RJ45,DDR5 4800MHz,2 khe,"3 Cell, 53.5WHrs",1920 x 1080 pixels (FullHD),
Laptop Acer Travelmate B3 TMB311-31-C2HB N20H1_NX.VNFSV.006,,,https://cellphones.com.vn/laptop-acer-travelmate-b3-tmb311-31-c2hb-n20h1-nxvnfsv-006.html,Intel UHD Graphics 605,4GB,SSD 128 GB,11.6 inches,Acer ComfyView LED-backlit,Windows 11,1 Card reader1 DC-in jack1 HDMI1 Jack 3.5 mm1 LAN1 Type C2 USB 3.0,DDR4,,Lithium-ion 3 Cell,1366 x 768 pixels,
Laptop Acer Aspire 3 A315-58-59LY NX.ADDSV.00G,,,https://cellphones.com.vn/laptop-acer-aspire-3-a315-58-59ly.html,,,,,,,,,,,,
Laptop Acer Predator Triton 500 SE PT516-51S-71RW,,,https://cellphones.com.vn/laptop-acer-predator-triton-500-se-pt516-51s-71rw.html,NVIDIA GeForce RTX 3080 8GB GDDR6 up to 1345MHz at 110W,64GB,1TB SSD PCIE G3X4 (Support RAID 0) (2 slots),16 inches,"Tần số quét 165Hz, G-Sync, 3ms, 500nits, 100% sRGB",Windows 10 Home SL ,"2x Thunderbolt 4 / USB 3.2 Gen 2 Type-C (support data transfer, Power Delivery and DisplayPort 1.4)  2x USB 3.2 Gen 2 Type-A  1x HDMI 2.1 (8K@60Hz and 4K@120Hz)  1x RJ45  1x 3.5mm Combo Audio Jack  FingerPrint","DDR4 3200MHz, 2 khe cắm tối đa 64GB",,4 Cell 99Whr,2560 x 1600 pixels (2K),
Laptop Lenovo LOQ 15IRX9 83DV0092VN,,,https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv0092vn.html,,,,,,,,,,,,
Laptop Lenovo IdeaPad Flex 5 14IAU7 82R700JQVN,,,https://cellphones.com.vn/laptop-lenovo-ideapad-flex-5-14iau7-82r700jqvn.html,Intel UHD Graphics,8GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,Độ sáng 300nitsĐộ phủ màu 100% sRGBTÜV Low Blue Light,Windows 11 Home,"1x USB 3.2 Gen 1x USB 3.2 Gen 1 (Always On)1x Thunderbolt 4 / USB4 40Gbps (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4a)1x HDMI 1.4b1x Đầu đọc thẻ1x Headphone / microphone combo jack (3.5mm)1x Đầu nối nguồn",LPDDR4x-4266 Onboard,,52.5Wh,2240 x 1400 pixels,
Laptop Lenovo Thinkpad T14,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t14.html,Intel UHD 620,8GB,SSD 256GB M.2,14 inches,Độ sáng 250NitsĐộ phủ màu 59% sRGBV,Windows 10,"2 x USB 3.2 Gen 12 x USB Type-C (Thunderbolt 3, Power Delivery 3.0, DisplayPort 1.4)1 x HDMI 2.01 x RJ-451 x microSD1 x headphone/microphone combo jack1x SD card reader",DDR4 2666MHz,Nâng cấp tối đa 40GB,50WHr Li-ion,1920 x 1080 pixels (FullHD),
Laptop Asus Gaming FX505DY-AL175T,,,https://cellphones.com.vn/laptop-asus-gaming-fx505dy-al175t.html,AMD Radeon RX 560X 4GB GDDR5 + Radeon™ Vega 8 Graphics,8GB,1TB HDD (1 slot SSD M.2 NVMe),15.6 inches,"IPS, Wide View, Narrow Bezel",Windows 10,1x USB 2.02x USB 3.11 x HDMI1 x RJ-45,DDR4 2666MHz,,3 Cell 48WHr,1920 x 1080 pixels (FullHD),2x SO-DIMM
Laptop Gigabyte G5 KF-E3PH333SH,,,https://cellphones.com.vn/laptop-gigabyte-g5-kf-e3ph333sh.html,,,,,,,,,,,,
Laptop Asus TUF Gaming FX516PM HN023T,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx516pm-hn023t.html,"NVIDIA GeForce RTX 3060, 6 GB GDDR6",16GB,512 GB SSD NVMe PCIe,15.6 inches,Adaptive-Sync  Chống chói Anti Glare   Tấm nền IPS,Windows 10 Home SL,3 x USB 3.2   HDMI 2.0   Jack tai nghe 3.5 mm  LAN (RJ45)  Thunderbolt 4 USB-C,DDR4 2 khe (8GB onboard+ 1 khe 8GB),,"4-cell Li-ion, 76 Wh",1920 x 1080 pixels (FullHD),
Laptop MSI Prestige 13 EVO A13M-081VN,,,https://cellphones.com.vn/laptop-msi-prestige-13-evo-a13m-081vn.html,Intel Iris Xe graphics,16GB,1TB NVMe PCIe Gen4x4,13.3 inches,"Chống chói, góc mở 180 độ",Windows 11 Home,2 x Type-C(support ThunderBolt4 / Power Delivery)1 x Type-A USB3.2 Gen11 x HDMI1 x Jack cắm tai nghe1 x Micro SD,DDR5 4800MHz,1 thanh RAM,75Wh 4 Cell,1920 x 1200 pixels (FullHD+),
iMac M3 24 inch 8GB 256GB 10 GPU | Chính hãng Apple Việt Nam,,,https://cellphones.com.vn/imac-m3-2023-24-inch-8gb-256gb-10gpu.html,GPU 10 lõi,8GB,256GB,24 inches,Độ sáng 500 nitDải màu rộng (P3)True Tone,macOS,"DisplayPortThunderbolt 3 (lên đến 40Gb/s)USB 4 (lên đến 40Gb/s)USB 3.1 Gen 2 (lên đến 10Gb/s)Hỗ trợ Thunderbolt 2, HDMI, DVI và VGA sử dụng bộ tiếp hợp (được bán riêng)",,,,4480 x 2520 (4.5K),
Laptop Lenovo Legion 5 16IRX9 83DG0051VN,,,https://cellphones.com.vn/laptop-lenovo-legion-5-16irx9-83dg0051vn.html,,,,,,,,,,,,
Laptop Lenovo Ideapad Slim 5 16IMH9 83DC001SVN,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-16imh9-83dc001svn.html,,,,,,,,,,,,
Laptop Lenovo Ideapad Slim 5 14IMH9 83DA001YVN,,,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da001yvn.html,Intel Arc Graphics,32GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, nâng cấp tối đa 1TB M.2 2242 SSD)",14 inches,DisplayHDR True Black 500 Độ sáng tối đa: 400nits Độ phủ màu 100% DCI-P3,Windows 11 Home Single Language,2x USB-A 2x USB-C 1x HDMI 1x Jack cắm tai nghe 1x Đầu đọc thẻ nhớ SD,Onboard LPDDR5x-7467,,57Wh,1920 x 1200 pixels (WUXGA),
Laptop Lenovo Ideapad 5 Pro 16ARH7,,,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-16arh7-82sn003lvn.html,NVIDIA GeForce GTX 1650 4GB GDDR6,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,16 inches,"IPS 350nits Chống chói, 120Hz, 100% sRGB, TÜV Low Blue Light, G-sync",Windows 11,"1x USB 3.2 thế hệ 11x USB 3.2 thế hệ 1 (Luôn bật)1x USB-C 3.2 Gen 2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort)1x HDMI 2.01x đầu đọc thẻ1 x giắc cắm kết hợp tai nghe / micrô (3,5 mm) ",LPDDR5-6400,,75Wh,2560 x 1600 (WQXGA),
Laptop Lenovo Ideapad 5 15IIL05 81YK004WVN,,,https://cellphones.com.vn/laptop-lenovo-ideapad-5-15iil05-81yk004wvn.html,Intel UHD Graphics,8GB,SSD 256GB M.2 NVMe,15.6 inches,"Tấm nền IPS, 60Hz",Windows 10 Home SL,USB Type-C (Power Delivery and DisplayPort)HDMI2 x USB 3.0,DDR4 3200 MHz,,3-cell 45 Wh Li-ion,1920 x 1080 pixels (FullHD),
Laptop Lenovo Gaming Legion 5 15IMH05 82AU00G9VN,,,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15imh05-82au00g9vn.html,NVIDIA GeForce GTX 1650Ti 4GB GDDR6Intel UHD Graphics,8GB,512GB SSD M.2 NVMe ,15.6 inches,, Windows 10 Home SL , 1x USB Type C4 x USB 3.1LAN 1 Gb/s1 x HDMI, DDR4 3200MHz,"2 Khe cắm, hỗ trợ tối đa 32GB", 4 cell 60 Wh,1920 x 1080 pixels (FullHD),
Laptop ASUS ExpertBook B1 B1502CVA-NJ0101W,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0101w.html,,,,,,,,,,,,
Laptop ASUS Expertbook B5 B5402CVA-KI0229W,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5402cva-ki0229w.html,,,,,,,,,,,,
Laptop ASUS ExpertBook B1 B1502CVA-NJ0149W,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0149w.html,,,,,,,,,,,,
Laptop ASUS Expertbook B5 B5402CVA-KI0123W,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5402cva-ki0123w.html,,,,,,,,,,,,
Laptop gaming MSI Thin A15 B7UCX 020VN,,,https://cellphones.com.vn/laptop-msi-gaming-thin-a15-b7ucx-020vn.html,NVIDIA GeForce RTX 2050 Laptop GPU 4GB GDDR6,8GB,512GB NVMe PCIe SSD Gen4x4 ,15.6 inches,,Windows 11 Home,1x Type-C (USB3.2 Gen2 / DP) with PD charging  3x Type-A USB3.2 Gen1  1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)  1x RJ45,DDR5,2 khe,3-Cell 52.4 Battery,1920 x 1080 pixels (FullHD),
Laptop Asus Vivobook 15X OLED M3504YA-L1268W,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m3504ya-l1268w.html,AMD Radeon Graphics,16GB,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,Thời gian phản hồi 0.2 ms Độ sáng tối đa 600nits HDR Độ phủ màu 100% DCI-P3 Gamut mapping HDR True Black 600 1.07 tỷ màu Giảm ánh sáng xanh 70% TÜV Rheinland-certified,Windows 11 Home,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C (Sạc) 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,DDR4,2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),"50WHrs, 3S1P, 3-cell Li-ion",1920 x 1080 pixels (FullHD),
Laptop ASUS Expertbook B5 B5602CVA-L20164W,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5602cva-l20164w.html,,,,,,,,,,,,
Laptop Dell Latitude E7440,,,https://cellphones.com.vn/laptop-dell-latitude-e7440.html,Intel HD Graphics 4400,8GB,SSD 128GB,14 inches,,,1x Mini DisplayPort  1x HDMI 1x LAN (RJ45) 3x USB 3.0,DDR3L 1600 MHz,2 khe RAM (Nâng cấp tối đa 16 GB), 4-cell Li-ion,1366 x 768 pixels,
Laptop Dell Latitude 7280,,,https://cellphones.com.vn/laptop-dell-latitude-7280.html,Intel HD Graphics,8GB,240GB SSD,12.5 inches,,,1 x USB C 1 x  Đầu đọc thẻ nhớ uSD 4.0 2 1 x USB 3.1 1 x HDMI 1 x RJ-45 1 x External uSIM,,,,1920 x 1080 pixels (FullHD),
Laptop Dell Latitude E5570,,,https://cellphones.com.vn/laptop-dell-latitude-e5570.html,AMD Radeon R7,16GB,512 GB,15.6 inches,,Windows 10,,,,,1920 x 1080 pixels (FullHD),
Laptop Dell Latitude 3520 71012298,,,https://cellphones.com.vn/laptop-dell-latitude-3520-71012298.html,,,,,,,,,,,,
